DOCTYPE,DOCNUM,ITEMNUM,COUNTRY,GRCNAME1,MATERIAL,MTEXT,BRANCH,QUANTITY,SPRICE,GRANDTOTAL,CURRENCY,DUE_DATE,DELIVERED_DATE,DELIVERED_QTY,LATENCY_SHARE,GROUP,Period,GRANDTOTAL_NEW
SD,18012277,260,UK,IFS Global Logistics Ltd,510-0419-00,VALVE-CHECKASY,Non-A,200,3089.0,617.8,EUR,2018-01-19,2018-01-19,200,0.0,CHKVLF,2018-01,617.8
SD,18012277,270,UK,IFS Global Logistics Ltd,510-0635-00,REED VALVE ASSEMBLY ZH-K1P,Non-A,300,665.0,199.5,EUR,2018-01-19,2018-01-19,300,0.0,CHKVLF,2018-01,199.5
SD,18012277,280,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2073.0,414.6,EUR,2018-01-19,2018-01-19,200,0.0,CHKVLF,2018-01,414.6
SD,18012277,290,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2073.0,414.6,EUR,2018-01-19,2018-01-19,200,0.0,CHKVLF,2018-01,414.6
SD,18012277,300,UK,IFS Global Logistics Ltd,510-0643-00,VALVE-CHECKASY,Non-A,200,2073.0,414.6,EUR,2018-01-19,2018-01-19,200,0.0,CHKVLF,2018-01,414.6
SD,18012277,310,UK,IFS Global Logistics Ltd,510-0644-00,VALVE-CHECK ASY,Non-A,200,2011.0,402.2,EUR,2018-01-19,2018-01-19,200,0.0,CHKVLF,2018-01,402.2
SD,18012277,320,UK,IFS Global Logistics Ltd,510-0723-00,VALVE-CHECKASY,Non-A,50,3989.0,199.45,EUR,2018-01-19,2018-01-19,50,0.0,CHKVLF,2018-01,199.45
SD,18012293,20,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0419-00,VALVE-CHECKASY,Non-A,30,4462.0,133.86,USD,2018-01-19,2018-01-19,30,0.0,CHKVLF,2018-01,109.22888616891066
SD,18012293,30,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0644-00,VALVE-CHECK ASY,Non-A,30,3235.0,97.05,USD,2018-01-19,2018-01-19,30,0.0,CHKVLF,2018-01,79.1921664626683
SD,18012320,250,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-02-16,2018-02-16,40,0.0,CHKVLF,2018-02,166.88
SD,18012320,260,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-02-16,2018-02-16,40,0.0,CHKVLF,2018-02,166.88
SD,18012320,270,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-02-16,2018-02-16,40,0.0,CHKVLF,2018-02,166.88
SD,18012320,280,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-02-16,2018-02-16,40,0.0,CHKVLF,2018-02,166.88
SD,18012320,290,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-02-16,2018-02-16,40,0.0,CHKVLF,2018-02,166.88
SD,18012320,300,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-02-16,2018-02-16,40,0.0,CHKVLF,2018-02,166.88
SD,18012321,120,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,VALVE-CHECKASY,Non-A,40,4172.0,166.88,EUR,2018-03-02,2018-03-02,40,0.0,CHKVLF,2018-03,166.88
SD,18012325,140,UK,IFS Global Logistics Ltd,036-1302-00,ROTALOC FITTING DICHARGE,Non-A,50,2446.0,122.3,EUR,2018-01-26,2018-01-26,50,0.0,CHKVLF,2018-01,122.3
SD,18012325,150,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,160,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,170,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,180,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,190,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,200,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,210,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,220,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
SD,18012325,230,UK,IFS Global Logistics Ltd,036-1520-00,FITTING-SIGHT GLASS,Non-A,100,1151.0,115.1,EUR,2018-01-26,2018-01-26,100,0.0,CHKVLF,2018-01,115.1
